time,bcc-csm1-1-m_historical_r1i1p1,bcc-csm1-1-m_historical_r2i1p1,bcc-csm1-1-m_historical_r3i1p1
1955-01-01,-0.18381121995713975,-0.1891355709499783,-0.20397685750325523
1965-01-01,-0.2253539810180664,-0.24830944315592446,-0.6009651794433593
1975-01-01,-0.26106521860758464,-0.12389082845052088,0.17955013529459635
1985-01-01,0.17568866899278426,0.22376035224066843,0.30761560906304247
1995-01-01,0.4945417505900065,0.33757549031575523,0.3177762925889757
