time,IPSL-CM5B-LR_historical_r1i1p1
1955-01-01,-0.046413462320963536
1965-01-01,-0.29590706549750434
1975-01-01,-0.08855012512207029
1985-01-01,0.14244039916992185
1995-01-01,0.28843025377061626
