time,IPSL-CM5A-LR_historical_r1i1p1,IPSL-CM5A-LR_historical_r6i1p1,IPSL-CM5A-LR_historical_r5i1p1,IPSL-CM5A-LR_historical_r4i1p1,IPSL-CM5A-LR_historical_r2i1p1,IPSL-CM5A-LR_historical_r3i1p1
1935-01-01,-0.4299235250079443,-0.3022831713964068,-0.20258692241850348,-0.3288445318312872,-0.2856477349901956,-0.18411698114304315
1945-01-01,-0.09970459953187003,-0.20736642504495287,-0.12145266033354263,-0.16772290910993304,-0.06357397230844648,-0.11646513923766123
1955-01-01,-0.22248671334887307,-0.07149854750860307,-0.32200521075536337,-0.013944527762276782,-0.2316057877313523,-0.298856191483755
1965-01-01,-0.24659287043980188,-0.21353881290980742,-0.21011424836658293,-0.1986954153151739,-0.3395717021397182,-0.34396293942890477
1975-01-01,0.017918670290992356,0.06123223743741473,0.2227502332414899,0.13187686556861508,0.03696286579919239,-0.027297807118249307
1985-01-01,0.2056687025039915,0.15974423423645984,0.15166674901568694,0.16037992749895366,0.16444096943688769,0.20168227846660317
1995-01-01,0.7751203355335055,0.5737104851858955,0.4817420596168155,0.4169505909511021,0.7189953619336324,0.7690167799450102
