time,bcc-csm1-1-m_historical_r1i1p1,bcc-csm1-1-m_historical_r2i1p1,bcc-csm1-1-m_historical_r3i1p1
1935-01-01,-0.3167356442648267,-0.26392012944297183,-0.28494683099171464
1945-01-01,0.018449868701753164,0.14436257861909413,-0.15810061924041266
1955-01-01,-0.12415406484452503,-0.16522406078520274,-0.11536736745682977
1965-01-01,-0.16569682590545168,-0.22439793299114894,-0.5123556893969339
1975-01-01,-0.20140806349496992,-0.09997931828574534,0.26815962534102183
1985-01-01,0.23534582410539898,0.24767186240544395,0.39622509910946796
1995-01-01,0.5541989057026212,0.3614870004805308,0.4063857826354012
