time,IPSL-CM5A-MR_historical_r1i1p1,IPSL-CM5A-MR_historical_r2i1p1,IPSL-CM5A-MR_historical_r3i1p1
1955-01-01,-0.35833033582899304,-0.22884328206380206,-0.5125386233859591
1965-01-01,-0.15288844129774304,-0.11989228142632379,-0.08593751864963106
1975-01-01,-0.03347309875488281,-0.15809659322102862,-0.12968411933051213
1985-01-01,0.1649011027018229,0.200960693359375,0.3294298282199435
1995-01-01,0.379790773179796,0.3058714633517795,0.39873043314615886
