time,FIO-ESM_historical_r1i1p1,FIO-ESM_historical_r2i1p1,FIO-ESM_historical_r3i1p1
1935-01-01,-0.15197471921406094,-0.07438370659237817,-0.3072073582240513
1945-01-01,-0.15170828380281964,-0.41642542157854356,-0.2938298846048021
1955-01-01,-0.309859609452505,-0.19603680989098926,0.03657187083410837
1965-01-01,-0.17076832120380703,0.0763684372674851,-0.07510047125437906
1975-01-01,-0.08382792881556922,0.037245164901491185,-0.010057254972912036
1985-01-01,0.2839872329954118,0.2698863934713697,0.1625450975932772
1995-01-01,0.58415162949335,0.30334594242156493,0.48707800062875894
