time,CMCC-CMS_historical_r1i1p1
1935-01-01,0.09763294946579705
1945-01-01,-0.1504160702417767
1955-01-01,-0.46672952561151404
1965-01-01,-0.10982612307109532
1975-01-01,0.07773171621655661
1985-01-01,0.34776271698966854
1995-01-01,0.2038443362523639
