time,CMCC-CESM_historical_r1i1p1
1935-01-01,-0.1999465875776987
1945-01-01,-0.3361095658559648
1955-01-01,-0.08518124232216487
1965-01-01,-0.38105879647391183
1975-01-01,0.10707802908761156
1985-01-01,0.4359132579016307
1995-01-01,0.45930490524049783
