time,BNU-ESM_historical_r1i1p1
1955-01-01,-0.002832660251193553
1965-01-01,-0.11686108652750649
1975-01-01,-0.11565545569525823
1985-01-01,-0.030024174160427505
1995-01-01,0.2653733766343858
