time,HadGEM2-ES_historical_r1i1p1,HadGEM2-ES_historical_r4i1p1,HadGEM2-ES_historical_r2i1p1,HadGEM2-ES_historical_r3i1p1
1935-01-01,0.19495218307252912,0.21576763879685174,-0.15199175395662817,0.2997668965657551
1945-01-01,0.027234711419968388,0.027098421369280118,0.340218744429331,0.1228937700059679
1955-01-01,-0.15601632617768788,-0.03947667984735401,0.2603680855887277,0.18713667127821182
1965-01-01,-0.2812927984812903,-0.2966999998546782,0.024080311608692895,-0.508157942030165
1975-01-01,-0.20689319792247954,-0.2691497899615575,-0.49978965638175843,-0.31918943617078993
1985-01-01,-0.09973051040891615,0.02508057367234004,-0.04375663636222718,0.1769840833875867
1995-01-01,0.5217459384978762,0.33737983582511777,0.07087090507386218,0.040565956963433125
