time,GFDL-ESM2M_historical_r1i1p1
1935-01-01,-0.4523691243973989
1945-01-01,0.5304806494334386
1955-01-01,-0.23832572331504212
1965-01-01,-0.26982001228938035
1975-01-01,-0.3137214303395105
1985-01-01,-0.2291952666025314
1995-01-01,0.9729509075104246
