time,GFDL-ESM2M_historical_r1i1p1
1955-01-01,-0.22270341830783416
1965-01-01,-0.2541977072821724
1975-01-01,-0.29809912533230254
1985-01-01,-0.21357296159532344
1995-01-01,0.9885732125176325
