time,CNRM-CM5_historical_r1i1p1,CNRM-CM5_historical_r6i1p1,CNRM-CM5_historical_r5i1p1,CNRM-CM5_historical_r8i1p1,CNRM-CM5_historical_r7i1p1,CNRM-CM5_historical_r9i1p1,CNRM-CM5_historical_r4i1p1,CNRM-CM5_historical_r10i1p1,CNRM-CM5_historical_r2i1p1,CNRM-CM5_historical_r3i1p1
1935-01-01,0.038123713902064746,-0.2642769059680757,-0.0819350887480236,-0.1400599567473881,-0.1785841472565181,-0.02538807278587707,-0.10986721947079614,-0.1030156459505596,-0.08630237337142699,0.027044931442018583
1945-01-01,-0.25047826736692397,-0.20927514696878097,-0.06674120040166946,-0.025979201301695808,-0.08548057737804596,-0.1577978000943623,-0.1258276585170201,0.06231687273297987,0.04841708107600137,-0.18527379414391895
1955-01-01,-0.034880122835674,0.13147318219381668,-0.06073797316778272,-0.15098734356108165,-0.21256264338417658,-0.20336053999643475,-0.11198175702776225,0.00631859612843344,-0.3071809151059105,-0.12920870099748877
1965-01-01,-0.10465607294960626,0.0003924021645198006,-0.17483504704066685,-0.14932470775785897,-0.06171426318940662,-0.16874095432342046,-0.19527189951094368,-0.40149695139082653,-0.1543546991499643,-0.19055628095354352
1975-01-01,-0.04670150514632935,-0.02193927643791077,0.18830743274991477,-0.01624300033327131,0.0035479591006324076,-0.1529320520067972,-0.09141056969052266,-0.05081174699086993,0.025950095161559113,-0.2114817519414992
1985-01-01,0.12557363116551964,-0.16022943587530225,-0.08923956432039777,0.13009984939817398,0.15366242544991632,0.11312991732642769,0.18135166955372645,0.10768588111514138,0.11424774835980127,0.09467746674068392
1995-01-01,0.2730186232309493,0.5238551808917332,0.2851814409286257,0.3524943603031219,0.38113124665759857,0.5950895018804641,0.45300743466331833,0.37900299435570123,0.3592230630299401,0.594798129853748
