time,CMCC-CM_historical_r1i1p1
1935-01-01,-0.25781818208240326
1945-01-01,-0.21303914206368577
1955-01-01,-0.26129493531726655
1965-01-01,-0.37756701393732944
1975-01-01,0.21027458796425472
1985-01-01,0.358613524664016
1995-01-01,0.5408311607724143
