time,ACCESS1-0_historical_r1i1p1
1935-01-01,-0.13698825109572635
1945-01-01,-0.34485331338549413
1955-01-01,-0.1681261837671673
1965-01-01,0.059586447458418575
1975-01-01,0.05322730473109654
1985-01-01,0.15130818987649586
1995-01-01,0.38584580618237685
