time,GFDL-ESM2G_historical_r1i1p1,GFDL-ESM2G_historical_r2i1p1,GFDL-ESM2G_historical_r3i1p1
1955-01-01,0.042349795871310825,-0.06139006551106772,-0.7689212392171224
1965-01-01,-0.5923161849975586,-0.17021860588921436,-0.17882838100857212
1975-01-01,-0.2883145167032877,-0.04895865376790365,0.13751525709364143
1985-01-01,0.09949339718288847,0.019672548082139807,0.27466288079155815
1995-01-01,0.7387875086466471,0.2608947770860459,0.5355714823404948
