time,HadGEM2-CC_historical_r1i1p1
1955-01-01,0.23939846123589412
1965-01-01,-0.4450138210720487
1975-01-01,-0.043841852823893204
1985-01-01,-0.09132143995496955
1995-01-01,0.3407786526150173
