time,CESM1-CAM5_historical_r1i1p1,CESM1-CAM5_historical_r2i1p1,CESM1-CAM5_historical_r3i1p1
1935-01-01,-0.11553603944324316,-0.4646522818671332,-0.2664463000827365
1945-01-01,-0.14762911720881386,0.19264711591932507,-0.1702870729234483
1955-01-01,-0.21145464397612077,0.05834542168511285,-0.09509132385253903
1965-01-01,-0.2882434996347578,-0.10161376105414499,-0.045523868136935784
1975-01-01,0.23332824040972994,-0.09748476664225261,-0.20203511555989578
1985-01-01,0.17071536775619262,0.031259663899739595,0.2886629146999783
1995-01-01,0.358819692097013,0.38149860805935326,0.4907207658555771
