time,GISS-E2-R-CC_historical_r1i1p1
1955-01-01,-0.3269175940619574
1965-01-01,-0.35975575849745006
1975-01-01,0.1250819558037652
1985-01-01,-0.08148690202501085
1995-01-01,0.643078298780653
