time,IPSL-CM5A-LR_rcp85_r1i1p1,IPSL-CM5A-LR_rcp85_r4i1p1,IPSL-CM5A-LR_rcp85_r2i1p1,IPSL-CM5A-LR_rcp85_r3i1p1
1955-01-01,-0.4495121242381908,-0.24230048497517898,-0.45259115501686376,-0.48344219419691303
1965-01-01,-0.47361828132911965,-0.4270513725280761,-0.5605570694252296,-0.5285489421420628
1975-01-01,-0.20910674059832537,-0.09647909164428711,-0.1840225014863191,-0.21188380983140734
1985-01-01,-0.021356708385326245,-0.06797602971394853,-0.056544397848623806,0.017096275753445134
1995-01-01,0.5480949246441877,0.18859463373819987,0.4980099946481209,0.5844307772318522
2005-01-01,0.6054989299067746,0.645212345123291,0.7557051291289152,0.6223478931850857
