time,GFDL-CM3_rcp85_r1i1p1
1955-01-01,-0.2154096151281286
1965-01-01,-0.5957301175152814
1975-01-01,-0.19611943704110602
1985-01-01,0.09276300077085142
1995-01-01,0.17119731337935828
2005-01-01,0.7432988555343063
