time,CMCC-CM_rcp85_r1i1p1
1955-01-01,-0.3885487937927246
1965-01-01,-0.5048208724127875
1975-01-01,0.08302072948879666
1985-01-01,0.23135966618855794
1995-01-01,0.41357730229695633
2005-01-01,0.16541196823120122
