time,GISS-E2-R-CC_rcp85_r1i1p1
1955-01-01,-0.44017176804719144
1965-01-01,-0.4730099324826841
1975-01-01,0.011827781818531197
1985-01-01,-0.19474107601024487
1995-01-01,0.5298241247954191
2005-01-01,0.56627086992617
