time,CESM1-WACCM_rcp85_r4i1p1,CESM1-WACCM_rcp85_r2i1p1,CESM1-WACCM_rcp85_r3i1p1
1955-01-01,-0.7712960511666757,-0.7422305432072392,-0.45562628569426356
1965-01-01,-0.3145936407866301,-0.20978643699928567,-0.186383223357024
1975-01-01,-0.08358210175125685,-0.04961317344948096,-0.14384587323224104
1985-01-01,0.029072054403799563,-0.10414560176708082,-0.18184625131112558
1995-01-01,0.344403975451434,0.33415399268821433,0.27967443960684313
2005-01-01,0.795995763849329,0.7716217627348724,0.6880271939878111
