time,CNRM-CM5_rcp85_r1i1p1,CNRM-CM5_rcp85_r6i1p1,CNRM-CM5_rcp85_r4i1p1,CNRM-CM5_rcp85_r10i1p1,CNRM-CM5_rcp85_r2i1p1
1955-01-01,-0.14613467039885347,-0.02777733979401764,-0.21119592313413266,-0.10355661250926831,-0.3663605400368019
1965-01-01,-0.21591062051278576,-0.15885811982331452,-0.29448606561731405,-0.5113721600285283,-0.2135343240808557
1975-01-01,-0.15795605270950883,-0.1811897984257451,-0.19062473579689307,-0.1606869556285717,-0.03322952976933229
1985-01-01,0.01431908360234016,-0.31947995786313654,0.08213750344735604,-0.0021893275225603748,0.05506812342890986
1995-01-01,0.16176407566776976,0.3646046589038989,0.3537932685569479,0.26912778571799945,0.3000434380990487
2005-01-01,0.34391818435103805,0.3227005570023147,0.26037595254403567,0.5086772699709291,0.25801283235903144
