time,inmcm4_rcp85_r1i1p1
1955-01-01,-0.586566645304362
1965-01-01,-0.2643327416314019
1975-01-01,0.14906525505913623
1985-01-01,-0.045174992879231754
1995-01-01,0.26579698350694436
2005-01-01,0.481212141248915
