time,CMCC-CESM_rcp85_r1i1p1
1955-01-01,-0.25005185515792283
1965-01-01,-0.5459294093096697
1975-01-01,-0.05779258374814637
1985-01-01,0.27104264506587283
1995-01-01,0.29443429240473995
2005-01-01,0.2882969107451262
