time,GISS-E2-H-CC_rcp85_r1i1p1
1955-01-01,-0.2907316250271267
1965-01-01,-0.35428929646809887
1975-01-01,-0.23434502495659715
1985-01-01,-0.027980278862847263
1995-01-01,0.39354754977756085
2005-01-01,0.5137986755371093
