time,ACCESS1-3_rcp85_r1i1p1
1955-01-01,-0.09164082421196834
1965-01-01,0.06608176761203338
1975-01-01,-0.27504752688937717
1985-01-01,-0.23724060482449
1995-01-01,-0.0033572345309787616
2005-01-01,0.5412044228447809
