time,HadGEM2-ES_rcp85_r1i1p1,HadGEM2-ES_rcp85_r4i1p1,HadGEM2-ES_rcp85_r2i1p1,HadGEM2-ES_rcp85_r3i1p1
1955-01-01,-0.11787515145760992,-0.07114532965200923,0.17025183359781904,0.13029760996500656
1965-01-01,-0.24315162376121235,-0.32836864965933343,-0.06603594038221577,-0.5649970033433702
1975-01-01,-0.16875202320240157,-0.3008184397662127,-0.5899059083726671,-0.3760284974839952
1985-01-01,-0.06158933568883819,-0.006588076132315185,-0.13387288835313585,0.12014502207438144
1995-01-01,0.5598871132179541,0.30571118602046254,-0.01924534691704649,-0.01627310434977214
2005-01-01,0.0314810208921079,0.4012093091894079,0.6388082504272461,0.7068559731377495
