time,CCSM4_rcp85_r1i1p1,CCSM4_rcp85_r6i1p1,CCSM4_rcp85_r5i1p1,CCSM4_rcp85_r4i1p1,CCSM4_rcp85_r2i1p1,CCSM4_rcp85_r3i1p1
1955-01-01,-0.4917187591835305,-0.5521595792417173,-0.7236328181514033,-0.34494798377708147,-0.5318589662622523,-0.6101454049569589
1965-01-01,-0.3155299681204337,-0.1722184188277633,-0.36770159968623406,-0.5664856246665673,-0.31836152041399923,-0.14904430530689383
1975-01-01,-0.07633945535730441,-0.19692277978967734,0.03674281084979017,0.07614911044085465,-0.17484592932241938,-0.0710093830249928
1985-01-01,-0.022476913310863378,-0.3034578987404152,-0.17747180232295287,-0.017168040098967413,-0.062391281834355106,-0.016623837506329536
1995-01-01,0.19612729743674934,0.5034011812563296,0.605798181604456,0.16240857089007343,0.3621086452625415,0.3269265436243127
2005-01-01,0.7099377985353824,0.7213574953432437,0.6262652277063442,0.690043967211688,0.7253490525704843,0.5198963871708623
