time,CESM1-CAM5_rcp85_r1i1p1,CESM1-CAM5_rcp85_r2i1p1,CESM1-CAM5_rcp85_r3i1p1
1955-01-01,-0.40316668333830663,-0.0654219549673575,-0.31095291420265475
1965-01-01,-0.47995553899694365,-0.22538113770661533,-0.2613854584870515
1975-01-01,0.0416162010475441,-0.22125214329472295,-0.4178967059100115
1985-01-01,-0.020996671605993222,-0.09250771275273076,0.07280132434986258
1995-01-01,0.1671076527348271,0.2577312314068829,0.2748591755054614
2005-01-01,0.6953950401588724,0.3468317173145436,0.6425745787443937
