time,GFDL-ESM2G_rcp85_r1i1p1
1955-01-01,-0.12966691829540106
1965-01-01,-0.7643328991642704
1975-01-01,-0.4603312308699996
1985-01-01,-0.07252331698382342
1995-01-01,0.5667707944799352
2005-01-01,0.8600835708335592
