time,FIO-ESM_rcp85_r1i1p1,FIO-ESM_rcp85_r2i1p1,FIO-ESM_rcp85_r3i1p1
1955-01-01,-0.46210962366174774,-0.4117458689654315,-0.17555998837506326
1965-01-01,-0.32301833541304975,-0.13934062180695714,-0.2872323304635507
1975-01-01,-0.23607794302481194,-0.17846389417295105,-0.22218911418208367
1985-01-01,0.13173721878616906,0.05417733439692746,-0.049586761615894426
1995-01-01,0.4319016152841073,0.08763688334712269,0.2749461414195873
2005-01-01,0.4575670680293331,0.5877361672012894,0.4596220532170049
