time,IPSL-CM5B-LR_rcp85_r1i1p1
1955-01-01,-0.15378621419270833
1965-01-01,-0.4032798173692491
1975-01-01,-0.19592287699381505
1985-01-01,0.035067647298177074
1995-01-01,0.1810575018988715
2005-01-01,0.536863759358724
